ResponseId,zipcode_long,expectation in 1 year,home internet,financial situation 2020,financial situation now,financial situation change,credit debt situation,age,gender,gender_des,education,employment,race,race_des,destination,zipcode,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num
R_2R2hQwlngegrnte,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much worse,I pay off any balances every month,2002.0,Woman,,College or university (Bachelor or equivalent),Full-time student,White,,10025 Upper West Side (Manhattan),10025,5,6.0,6.0,6,1,6,22.0,1,4,4,3.0
R_2f41F8G2dKurRI2,11206 Williamsburg - Bushwick (Brooklyn),Things will be about the same,I had to find public spaces to access internet,I paid off my bills and saved a small amount,I have to take on a lot of debt to pay my bills,There were no major impacts on my financial situation,I generally pay off the interest but not the balance,2000.0,Man,,Secondary school (high school),Full-time student,Black or African-American,,11206 Williamsburg - Bushwick (Brooklyn),11206,3,2.0,5.0,3,3,3,24.0,-1,2,4,2.0
R_2tqY5zJpJ39BKBR,10304 Stapleton - St. George (Staten Island),Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off much of the balance,1969.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10004 Lower Manhattan (Manhattan),10304,3,6.0,5.0,5,3,4,55.0,-1,5,6,3.0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off any balances every month,1977.0,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),White,,10305 Stapleton - St. George (Staten Island),10302,2,6.0,4.0,4,3,6,47.0,1,2,6,3.0
R_b1NGURrjgMrZyzT,11220 Sunset Park (Brooklyn),Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat worse,I never purchase anything on credit or take on debt,2002.0,Man,,Secondary school (high school),Full-time student,"Asian,Immigrant",,10010 Gramercy Park - Murray Hill (Manhattan),11220,4,6.0,6.0,6,2,5,22.0,-1,2,4,1.0
R_5uWdLfrawHL5ZcZ,10040 Washington Heights (Manhattan),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1988.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),"Hispanic,White",,10036 Chelsea - Clinton (Manhattan),10040,3,6.0,6.0,6,3,6,36.0,-1,5,6,5.0
R_2v5O2tg7qMZ6PuI,11208 East New York (Brooklyn),Things will be much better,I always had access through my provider,I was unable to pay all of my bills,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,1990.0,Man,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,11208 East New York (Brooklyn),11208,5,6.0,1.0,4,3,5,34.0,-1,2,6,2.0
R_3CCzfiCW9GLQYKC,10024 Upper West Side (Manhattan),Things will be somewhat worse,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat better,I pay off much of the balance,2000.0,Woman,,College or university (Bachelor or equivalent),Full-time student,Hispanic,,10024 Upper West Side (Manhattan),10024,2,6.0,2.0,3,4,4,24.0,1,4,4,4.0
R_3UCZeLuCYsOTuFP,10310 Port Richmond (Staten Island),Things will be about the same,I did not have access at home and had to use it elsehwere,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I make the minimum payment and the interest is charged,2000.0,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),White,,11208 East New York (Brooklyn),10310,3,1.0,1.0,1,1,2,24.0,1,2,6,3.0
R_1ILstQk8Xj6Hl7b,10473 Pelham - Throgs Neck (Bronx),Things will be somewhat worse,I usually had access but there were some extended outages,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I make the minimum payment and the interest is charged,1986.0,Woman,,Secondary school (high school),Not in paid employment (looking for work),Black or African-American,,,10473,2,4.0,1.0,1,1,2,38.0,1,2,1,2.0
R_3GctS3xTbUy3ZaI,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off much of the balance,1945.0,Man,,Secondary school (high school),Not in paid employment (unable to work due to health/personal reasons),Immigrant,,,11226,2,6.0,4.0,4,3,4,79.0,-1,2,2,0.0
R_1IhLRCa14YlX03u,11433 Jamaica (Queens),Things will be somewhat better,I had to find public spaces to access internet,I had to take on a lot of debt to pay my bills,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1996.0,Man,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,10029 East Harlem (Manhattan),11433,4,2.0,2.0,4,3,2,28.0,-1,2,6,2.0
R_x6jyQEoyCCXMIAF,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off any balances every month,1984.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),"Hispanic,White",,10025 Upper West Side (Manhattan),10025,5,6.0,6.0,5,4,6,40.0,1,5,6,5.0
R_1zQa0sNkAyazUXf,11235 Coney Island - Sheepshead Bay (Brooklyn),Things will be much worse,I always had access through my provider,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat better,I never purchase anything on credit or take on debt,1999.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,11224 Coney Island - Sheepshead Bay (Brooklyn),11235,1,6.0,3.0,2,4,5,25.0,-1,4,6,2.0
R_3RqgQdG5QjXT7H5,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I always had access through my provider,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1994.0,Woman,,College or university (Bachelor or equivalent),Full-time student,Black or African-American,,11226 East Flatbush - Flatbush (Brooklyn),11226,4,6.0,3.0,5,2,2,30.0,1,4,4,2.0
R_r8x3dFmY61bC62d,11234 Canarsie - Flatlands (Brooklyn),Things will be much better,I always had access through my provider,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1996.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Prefer not to answer,,11234 Canarsie - Flatlands (Brooklyn),11234,5,6.0,2.0,1,2,1,28.0,1,3,6,0.0
R_Z4S8VzSumv8Fi1z,10473 Pelham - Throgs Neck (Bronx),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off much of the balance,1998.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10473 Pelham - Throgs Neck (Bronx),10473,5,6.0,5.0,5,4,4,26.0,1,4,6,2.0
R_PMMqkz2ioux9zNf,10025 Upper West Side (Manhattan),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off much of the balance,1954.0,Woman,,Graduate (Masters or equivalent),Not in paid employment (by choice),"Hispanic,White",,,10025,2,6.0,4.0,4,2,4,70.0,1,5,3,5.0
R_3qUNvumKfiDWYi5,10004 Lower Manhattan (Manhattan),Things will be much worse,I usually had access but there were some extended outages,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat worse,I generally pay off the interest but not the balance,2001.0,Man,,Graduate (Masters or equivalent),Full-time student,Native American,,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",10004,1,4.0,5.0,6,2,3,23.0,-1,5,4,
R_1eQ6c64U2rMWUqe,10021 Upper East Side (Manhattan),Things will be about the same,I had to find public spaces to access internet,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became much better,I make the minimum payment and the interest is charged,1996.0,Man,,College or university (Bachelor or equivalent),Click to write Choice 7,"Hispanic,Pacific Islander",,10002 Union Square - Lower East Side (Manhattan),10021,3,2.0,4.0,4,5,2,28.0,-1,4,0,5.0
R_2PCocVe19Q0omek,11102 Long Island City - Astoria (Queens),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I have to take on a lot of debt to pay my bills,There were no major impacts on my financial situation,I pay off any balances every month,1989.0,I prefer to use:,,Vocational school,Not in paid employment (unable to work due to health/personal reasons),Prefer not to answer,,,11102,3,6.0,4.0,3,3,6,35.0,0,3,2,0.0
R_2U5w2z3yNTyRaQj,10128 Upper East Side (Manhattan),Things will be somewhat better,I usually had access but there were some extended outages,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,1997.0,Man,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,10029 East Harlem (Manhattan),10128,4,4.0,6.0,4,2,6,27.0,-1,3,6,2.0
R_2VwN9tjyMbVMmtg,11206 Williamsburg - Bushwick (Brooklyn),Things will be somewhat better,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I have to take on some debt to pay my bills,My financial situation became much better,I generally pay off the interest but not the balance,2002.0,Woman,,Secondary school (high school),Full-time student,Hispanic,,Outside New York City (nowhere in the five boroughs),11206,4,4.0,4.0,2,5,3,22.0,1,2,4,4.0
R_cw2hqGXo10N32WR,11226 East Flatbush - Flatbush (Brooklyn),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1999.0,Woman,,Graduate (Masters or equivalent),Full-time student,"Black or African-American,Immigrant",,11201 Downtown - Heights - Slope (Brooklyn),11226,5,6.0,5.0,6,5,6,25.0,1,5,4,2.0
R_3eyKlFJ4lbKLFEU,10027 Central Harlem - Morningside Heights (Manhattan),Things will be much worse,I always had access through my provider,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1999.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Hispanic,,Outside New York City (nowhere in the five boroughs),10027,1,6.0,3.0,2,2,3,25.0,-1,5,6,4.0
