,Unnamed: 0,ResponseId,zipcode,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,amount_later17,question,delay_sooner,delay_later,amount_sooner,amount_later,question_num,block,choice,choice_text,score,presbias,absolmag,gainloss
8076,8077,R_Bx0XmId8hkerUZj,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,300,100,100,33,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,1,1
8085,8086,R_BX6LJNnxJgU2AMx,10003 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,100,100,500,51,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,1,1,1
8095,8096,R_BXJcRrdpp2t0fgl,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",50,150,600,200,29,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,7,0,0,0
8102,8103,R_C14GsJjOnx1Bpzr,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,600,0,0,45,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8112,8113,R_C1BjVDDCy1dohUZ,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",150,100,500,250,38,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,1
8121,8122,R_C22RUXMUjxHZBmN,10005 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",800,200,0,0,29,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
8131,8132,R_C2Kf4E9abz0MUUN,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",800,100,10,90,25,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
8141,8142,R_C4uYWw62fxfoduV,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,500,0,0,46,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
8151,8152,R_C8sVUBFVEgOKZCF,11234 Canarsie - Flatlands (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,400,300,0,57,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
8161,8162,R_CaxOV5OtpRirbgd,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,500,250,0,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,1,1,1
8169,8170,R_cBivyjElhr82INz,10453 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,250,250,250,39,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,1,0
8179,8180,R_cD6dY8xhFYGteSZ,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",0,0,0,1000,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,1,0
8189,8190,R_CdUEfZXhDNDVGkV,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,64,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
8198,8199,R_CfvlyFz4li7Pkm5,10452 High Bridge - Morrisania (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,100,300,500,31,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
8208,8209,R_CgllEr2b13ilDxf,10001 Chelsea - Clinton (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,200,300,100,50,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8218,8219,R_cHiKwKkhJfMaFX3,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",400,500,100,0,29,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,5,0,0,0
8226,8227,R_cMbKOr2zYVRvytX,11231 Downtown - Heights - Slope (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,100,500,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
8235,8236,R_CmilQu95T8j8Gjf,11212 Bedford Stuyvesant - Crown Heights (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",900,0,100,0,21,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8245,8246,R_cOv0mDflt6dvLwJ,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,400,200,45,1,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,11,1,0,1
8254,8255,R_cUeBMK9B4ynyVVL,11101 Long Island City - Astoria (Queens),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",100,100,100,700,34,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
8263,8264,R_cVhuSZvTBo4P54d,10040 Washington Heights (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,64,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
8273,8274,R_cw2hqGXo10N32WR,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",700,100,100,100,24,2,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,0,0
8281,8282,R_D0Pu7KMWRJPaK5j,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",700,100,200,0,46,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
8291,8292,R_D1asq1lcL2eRlD3,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,700,0,49,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
8300,8301,R_D33L05TXBRtDaDL,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",300,200,500,0,32,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
8309,8310,R_d69HmrgF8HTXHS9,11207 East New York (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",200,200,300,300,41,2,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,0,0
8317,8318,R_D8mYwrE56k4aRdn,10103 Chelsea - Clinton (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,0,500,500,26,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,1,0,1
8326,8327,R_DAGOjeGqNsGqPxD,11209 Bensonhurst - Bay Ridge (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",400,150,150,300,27,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,4,0,0,0
8336,8337,R_dbt344oHKOeeAjD,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,1000,0,57,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
8345,8346,R_DHoRq6c7Bz74Zod,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,100,200,200,34,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8355,8356,R_DHtg2r3YPkyX83v,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",110,500,200,190,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
8365,8366,R_DofObyXbhkxUsuZ,10006 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",300,100,100,500,43,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8375,8376,R_DOgV7Saxlao8NkB,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",600,0,400,0,24,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
8385,8386,R_DvrQaph8BrrgxVv,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,29,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,0,0,1
8393,8394,R_eECSozKjXCwfDbP,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,250,100,450,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8403,8404,R_eeThViYZKwO5zZT,11375 Ridgewood - Forest Hills (Queens),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,1000,0,30,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8413,8414,R_eG9wrTFqDEa3CzD,11412 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",500,300,100,100,32,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8423,8424,R_eQldOYahetUb1Jf,10027 Central Harlem - Morningside Heights (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,55,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,7,0,0,0
8433,8434,R_etYBYwDjBV9jy1z,10452 High Bridge - Morrisania (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,0,1000,27,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,0,0,0,0
8443,8444,R_eu6c23q93aVgw3T,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",150,150,400,300,45,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8453,8454,R_eW3tL3lmGPjrYl3,11223 Coney Island - Sheepshead Bay (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,100,200,500,23,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
8462,8463,R_eWYmzYRfzBmHWF3,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",125,125,250,500,22,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,0
8471,8472,R_NVcunyTCkfoqtWN,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,100,600,100,22,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
8481,8482,R_O9j2n6RAVJp6KUV,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,40,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
8491,8492,R_OCD5m7vpFXHGWEF,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,34,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8501,8502,R_OduKCCtXY3wsHHH,10001 Chelsea - Clinton (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",30,500,300,170,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
8510,8511,R_OiXTyQ3Xn0SSPrX,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",250,550,100,100,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,1
8519,8520,R_OJ1EyQR44u1kcM1,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",500,200,200,100,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8529,8530,R_OpdGXcqkbRYXnJT,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",750,0,250,0,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
8539,8540,R_Or3HBaBPw2rgO1b,10006 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,350,150,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
8549,8550,R_p4uZq9QrpjeJRjX,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,200,800,0,31,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
8558,8559,R_p5WOGm2vvHeaeVb,11209 Bensonhurst - Bay Ridge (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",1000,0,0,0,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
